paper_id,page_num,source_type,source_location,source_snippet,alloy_name,composition_of_alloy,density_raw,density_value,density_unit,burn_factor_raw,burn_factor_value,extinction_pressure_raw,extinction_pressure_value,flammability_index_raw,flammability_index_value,tensile_strength_raw,tensile_strength_value,tensile_strength_type,tensile_temperature_condition,tensile_temperature_C,tensile_unit,tensile_strength_with_temp,elongation_raw,elongation_percent,elongation_temperature_condition,elongation_temperature_C,elongation_unit,elongation_with_temp,thermal_conductivity_raw,thermal_conductivity_value,thermal_conductivity_temperature_condition,thermal_conductivity_temperature_C,thermal_conductivity_unit,thermal_conductivity_with_temp,thermal_expansion_raw,thermal_expansion_value,thermal_expansion_temperature_condition,thermal_expansion_temperature_C,thermal_expansion_unit,thermal_expansion_with_temp,manufacturing_process,table_idx,row_idx,source_csv
ECSS-E-HB-32-20_Part5A,90,text,page_text,rusio Form n n sheet n Temper T-42 T-6 T-6 T-6 Thickness (mm) 95.3 2.3 2.5 18.8 Density (kg/m3) 2823 2796 2796 2823 Tensile L 552 510 462 517 strength LT 510 455 483 (MPa) Comp,,,Density (kg/m3),3.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,94,text,page_text,"bend 488 450 471 Young’s Modulus (GPa) 188 167 167 Shear Modulus (GPa) 76 67 69 Density (kg/m3) 3010 2960 2890 Thermal Expansion, CTE, (ppm/°C): 30°C to 100°C 8 9.77 10.9 30°C",,,Density (kg/m3),3.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,94,text,page_text,"are not stated by the supplier, they can be estimated from the values given for density since SiC has a value of about 3.20kg/m3 compared with about 2.70kg/m3 for aluminium alloys. 94",,,density since SiC has a value of about 3.20kg/m3,3.2,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,94,text,page_text,11.7 Specific Heat (J/kgK) @ 25°C 741 786 808 200 typ. / 200 typ. / 180 typ. / Thermal Conductivity (W/mK) @25°C 190 min 190 min 170 min Electrical Resistance (µohm.cm) 20.7 20.7 20.7 Suppli,,,,,,,,,,,,,,,,,,,,,,,,,Thermal Conductivity (W/mK) @25,25.0,,,W/mK,25 W/mK,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,95,text,page_text,ng's modulus 255 235 262 235 196 (GPa) Poisson's ratio 0.24 0.22 0.25 0.23 0.25 Density (kg/m3) 2980 3000 3010 2940 2950 Coefficient of 6.4 6.8 6.9 7.2 9.4 thermal expansion (p,,,Density (kg/m3),3.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,95,text,page_text,strength (MPa) Young's modulus 151 125 106 (GPa) Poisson's ratio 0.28 0.29 0.31 Density (kg/m3) 2870 2800 2770 Coefficient of 11.9 14 16.2 thermal expansion (ppm/K) Specific he,,,Density (kg/m3),3.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,95,text,page_text,ohm.cm) Supplier’s data. 2: PRIMEX CAST™ MCX‐ Properties 1195 MCX‐1405 MCX‐1605 Ultimate tensile 226 239 295 strength (MPa) Young's modulus 151 125 106 (GPa) Poisson's ratio 0.28 0,,,,,,,,,,,,Ultimate tensile 226,226.0,UTS,,,,226,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,96,text,page_text,) 701(1) 702E(2) Matrix Al Al-Si Particle SiC SiC SiC SiC SiC SiC Reinforcement Content (% vol.) 30 30 40 55 70 75 Al-10Si- Al-10Si- Al-Si- Al-Si- Matrix (Heat Al Al- 1Mg 1Mg M,Content,% vol.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,96,text,page_text,"R = 0.1 (MPa) 190 R = 1 (MPa) 130 Fracture Toughness 15 - - 11 10 5.5 (MPa√m) Density, (kg/m3) 2780 2780 2870 2950 3010 3040 CTE, 25°C to100°C, 14 15 12 10 6.2 4.1 (ppm/K) The",,,"Density, (kg/m3)",3.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,96,text,page_text,"2780 2870 2950 3010 3040 CTE, 25°C to100°C, 14 15 12 10 6.2 4.1 (ppm/K) Thermal Conductivity 160 146 170 180 170 210 (W/mK) Specific heat (J/kg 820 - 750 - 730 700 K) Knoop har",,,,,,,,,,,,,,,,,,,,,,,,,Conductivity 160,160.0,,,,160,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,96,text,page_text,"ughness 15 - - 11 10 5.5 (MPa√m) Density, (kg/m3) 2780 2780 2870 2950 3010 3040 CTE, 25°C to100°C, 14 15 12 10 6.2 4.1 (ppm/K) Thermal Conductivity 160 146 170 180 170",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"CTE, 25",25.0,,,,25,,,,
ECSS-E-HB-32-20_Part5A,97,text,page_text,ltimate tensile strength (MPa) 300-400 310 365 Young’s modulus (GPa) 150 69 205 Density (kg/m3) 3000 3000 8000 Thermal expansion (ppm/K) 10-12 23.6 12.2 Thermal conductivity (W,,,Density (kg/m3),3.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,97,text,page_text,"nd also enable the material to be recycled, so reducing costs. However, the low thermal conductivity of SiB6 means the composites incorporating this material are aimed primarily at cast st",,,,,,,,,,,,,,,,,,,,,,,,,thermal conductivity of SiB6,6.0,,,,6,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,97,text,page_text,300-400 310 365 Young’s modulus (GPa) 150 69 205 Density (kg/m3) 3000 3000 8000 Thermal expansion (ppm/K) 10-12 23.6 12.2 Thermal conductivity (W/m.K) 185 167 49 Suppliers’ data. 46.14.3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thermal expansion (ppm/K) 10,10.0,,,1/K,10 1/K,,,,
ECSS-E-HB-32-20_Part5A,98,text,page_text,d Fatigue Elastic Thermal Thermal tensile SiB6 stress (2) strength(2) modulus(3 conductivity(3) expansion(3 strength (2) (vol.%) (MPa) (MPa) ) (GPa) (W/mK) ) (ppm/K) (MPa) Ma,,,,,,,,,,,,,,,,,,,,,,,,,conductivity(3,3.0,,,,3,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,98,text,page_text,"dulus, some grades of graphitised pitch‐based carbon fibres have extremely high thermal conductivity (around 500 W/mK to 1000W/mK) in the axial direction. This is coupled with low density and",,,,,,,,,,,,,,,,,,,,,,,,,thermal conductivity (around 500,500.0,,,,500,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,98,text,page_text,"pansion, which in the transverse direction can be negative, although transverse thermal conductivity is low (around 2.4 W/mK). By incorporating chopped fibres, randomly oriented in a ‘felted’ preform",,,,,,,,,,,,,,,,,,,,,,,,,thermal conductivity is low (around 2.4,2.4,,,,2.4,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,99,text,page_text,"Pa) 186 159 Yield stress, compression (MPa) 110 110 Young’s modulus (GPa) 98 89 Density (kg/m3) 2400 2500 In-plane (x- Thermal expansion, average 4 7 y) value of 55°C to +125°",,,Density (kg/m3),3.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,99,text,page_text,"MPa) 110 110 Young’s modulus (GPa) 98 89 Density (kg/m3) 2400 2500 In-plane (x- Thermal expansion, average 4 7 y) value of 55°C to +125°C Thickness (ppm/K): 24 24 (z) In-plane (x- 230 200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Thermal expansion, average 4",4.0,,,,4,,,,
ECSS-E-HB-32-20_Part5A,101,text,page_text,s Properties CE7 CE9 CE11 CE13 CE17 CE17M Silicon content (%) 70 60 50 42 27 27 Density (kg/m3) 2400 2450 2500 2550 2600 2600 Ultimate tensile strength 100 134 138 176 236 380,,,Density (kg/m3),3.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,103,text,page_text,e HT IM HM Altex 610 Composition 99% > 99% C > 99% C 100% C 15% Si0 2 Al O 2 3 Density 1800 – 1800 1800 3300 3900 (kg/m3) 2200 Properties (2): Strength (MPa): L 4000-5000 530,,,Density 1800 –,1800.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,104,text,page_text,"2.0 Sized denier(2) 3000 Filament diameter (m) 12 Filament count 750 Filament density (kg/m3) 3.90 Surface area (m2/gm) <1 Roving tensile breaking load, 150mm gauge (N) 89 Cr",,,density (kg/m3),3.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,104,text,page_text,"el 610 (1) Properties Composition, -alumina, Al2O3 (%) >99 Filament: Filament tensile strength, 25mm gauge (MPa) 3100 Filament tensile modulus of elasticity (GPa) 379 Roving: Siz",,,,,,,,,,,,"tensile strength, 25",25.0,UTS,,,,25,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,104,text,page_text,Pa) at temperature: 1000°C 2.0  10-9/s 1100°C 1.8  10-7/s 1200°C 1.7  10-5/s Coefficient of thermal expansion (ppm/K) 8.0 Dielectric constant (9375 MHz) 9.0 Key: (1) Suppliers’ data. Nextel is a trade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Coefficient of thermal expansion (ppm/K) 8.0,8.0,,,1/K,8 1/K,,,,
ECSS-E-HB-32-20_Part5A,109,text,page_text,"Young's Modulus (GPa): L 240 240 T 130 160 Shear Modulus (2) (GPa) 48-57 45-56 Density (kg/m3) 3400 3400 Coefficient of thermal expansion, average value 25°C to 500°C (ppm/K):",,,Density (kg/m3),3.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,109,text,page_text,"ium with 60 volume% Nextel® fibres, the properties at 3000C are:  Longitudinal tensile strength: 1400 MPa (RT 1600 MPa),  Longitudinal Young’s modulus: 200 GPa (RT 240 GPa). For ma",,,,,,,,,,,,tensile strength: 1400,1400.0,UTS,,,,1400,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,111,text,page_text,"fibre Nextel 610 Fibre content (Volume %) 50 Thickness (mm) 0.5 Width (mm) 9.5 Density (kg/m3) 3300 Properties: Tensile strength, at RT (MPa) 1500 Tensile modulus, at RT (GPa)",,,Density (kg/m3),3.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,111,text,page_text,"Volume %) 50 Thickness (mm) 0.5 Width (mm) 9.5 Density (kg/m3) 3300 Properties: Tensile strength, at RT (MPa) 1500 Tensile modulus, at RT (GPa) 215 Compressive strength, at RT (MPa) 2070 Elongat",,,,,,,,,,,,"Tensile strength, at RT (MPa) 1500",1500.0,UTS,RT,,MPa,1500 MPa @ RT,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,111,text,page_text,gation (%) 0.7 Maximum use temperature(1) (C) 400 Thermal expansion (ppm/ºC) 7 Thermal conductivity (W/mK) 115 Electrical resistivity (µohm.cm) 5 Key: MetPreg™ is a tradename of TRL – Touchs,,,,,,,,,,,,,,,,,,,,,,,,,Thermal conductivity (W/mK) 115,115.0,,,W/mK,115 W/mK,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,111,text,page_text,"rength, at RT (MPa) 2070 Elongation (%) 0.7 Maximum use temperature(1) (C) 400 Thermal expansion (ppm/ºC) 7 Thermal conductivity (W/mK) 115 Electrical resistivity (µohm.cm) 5 Key: MetPreg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thermal expansion (ppm/ºC) 7,7.0,,,,7,,,,
ECSS-E-HB-32-20_Part5A,112,text,page_text,"e longitudinal direction. Where available, physical properties are given for:  Thermal expansion: Carbon (Toray M40), alumino‐silicate (Altex) and alumina (Nextel) reinforced aluminium alloys, [S",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thermal expansion: Carbon (Toray M40,40.0,,,,40,,,,
ECSS-E-HB-32-20_Part5A,126,text,page_text,"ECSS‐E‐HB‐32‐20 Part 5A 20 March 2011  low density (4500 kg/cm3),  high strength (0.2% yield stresses up to 1100MPa).  useful properties up to 600°C. [See: ECSS‐Q‐70‐71: Data for the selection of",strength,0.2% yield stresses up to 1100MPa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,126,text,page_text,"ECSS‐E‐HB‐32‐20 Part 5A 20 March 2011  low density (4500 kg/cm3),  high strength (0.2% yield stresses up to 1100MPa).  useful propertie",,,density (4500,4500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,131,text,page_text,ed. IMI Annealed.700°C/20m Plate 895- 318 RT 825 10 - ins/AC. De-scaled & <10mm 1150 (Ti- pickled. 6Al- Plate 10- 895- 20% R of A for 25- RT 825 8 25 4V) 100mm 1150 100mm plate. Bar 900- Annealed.700°C/hr/2 RT 830 8 25 150mm ø 1160 5,1150,"Ti- pickled.
6Al- Plate 10- 895- 20% R of A for 25-
RT 825 8 25
4V",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,137,text,page_text,cal properties Alloy Property Ti‐6Al‐4V IMI 685 IMI 629 IMI 634 6242S (IMI 318) Density (kg/m3) 4420 4450 4540 4550 4540  - Transus - 1020 1015 1045 995 (°C) Thermal Conductiv,,,Density (kg/m3),3.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,137,text,page_text,(kg/m3) 4420 4450 4540 4550 4540  - Transus - 1020 1015 1045 995 (°C) Thermal Conductivity 6.7 4.2 - - - (W m-1°C-1) CTE (10-6°C-1) : 20 - 100°C 8.6 9.8 - - 9.9 20 - 200°C 9.,,,,,,,,,,,,,,,,,,,,,,,,,Conductivity 6.7,6.7,,,,6.7,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,137,text,page_text,ransus - 1020 1015 1045 995 (°C) Thermal Conductivity 6.7 4.2 - - - (W m-1°C-1) CTE (10-6°C-1) : 20 - 100°C 8.6 9.8 - - 9.9 20 - 200°C 9.0 9.3 9.45 10.6 - 20 - 300°C 9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTE (10,10.0,,,,10,,,,
ECSS-E-HB-32-20_Part5A,143,text,page_text,"0 Part 5A 20 March 2011 47.6.2.4 Characteristics Both fibres exhibit reasonable tensile strengths, in excess of 3000MPa, but there is a degree of scatter. The manufacturers have improved the consi",,,,,,,,,,,,"tensile strengths, in excess of 3000",3000.0,UTS,,,,3000,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,155,text,page_text,"stitute of Metals, London [47‐16] A. Vassel et al ʹStructural & Mechanical Characterisation of AVCO SCS‐6/Ti‐6‐4 Compositeʹ. BRITE Ti‐MMC Programme, ONERA Report 5/3684 M. August 1988 [",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cterisation of AVCO SCS‐6,6.0,,,,6,,,,
ECSS-E-HB-32-20_Part5A,161,text,page_text,im temperature 677°C typ. Turbine discs Temperature gradients High yield stress Tensile strength to 700°C typ. Creep and creep fatigue resistance Low and high cycle fatigue resistance,,,,,,,,,,,,Tensile strength to 700,700.0,UTS,,,,700,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,179,text,page_text,b( )b( 817 lenocnI )b( 201NI 223 M-RAM )c( 203 M-RAM )c( )d( yolacsiD  YlArCeF Density g/cm3 - 8.22 8.19 8.19 8.55 8.91 9.21 7.95 - Thermal Wm/ Conductivit - 9.7 11.2 11.2 - -,,,Density g/cm3 -,3.0,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,188,text,page_text,"rging of the material, and are in addition to those effects denoted as HE. Characteristic effects of HEE are shown in Table 48.7.2, Ref. [48‐18]. For materials under prolonged high temperatures, factors assoc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cteristic effects of HEE are shown in Table 48.7,48.7,,,,48.7,,,,
ECSS-E-HB-32-20_Part5A,213,text,page_text,"ical. path &/or spalling of coating). Complex structure, difficult to determine CTE difference should not exceed 2 x 10-4 /K. intrinsic properties. DuctileBrittle transition temp increases with",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTE difference should not exceed 2,2.0,,,,2,,,,
ECSS-E-HB-32-20_Part5A,216,text,page_text,"ack during cooling after deposition. These effects can be reduced by minimising CTE differences to ~2 x 10‐6/K. Where CTE (coat) < CTE(substrate), such as TBC ceramics, the coating",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTE differences to ~2,2.0,,,,2,,,,
ECSS-E-HB-32-20_Part5A,221,text,page_text,"]. Temperature: 870°C. Figure 48.13‐3 ‐ Coating design: High cycle fatigue characteristics of coated CMSX‐2 48.13.6.3 Low cycle fatigue LCF behaviour is largely unaffected by coatings, an",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cteristics of coated CMSX‐2,2.0,,2.0,,2 @ 2 °C,,,,
ECSS-E-HB-32-20_Part5A,223,text,page_text,"behaviours of substrate and coat, especially at low strains. Creep rupture characteristics for CMSX‐2 alloys with various coatings are shown in Figure 48.13.6, Ref. [48‐34]. The eff",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cteristics for CMSX‐2,2.0,,-16.666666666666668,,2 @ -16.6667 °C,,,,
ECSS-E-HB-32-20_Part5A,232,text,page_text,"SEP, Vernon, (F) ʹBesoin, Coordination des Actions Organisation Mise en Placeʹ Actes 1er Colloque Materiaux VULCAIN, 1‐2 fevrier 1990, VernonFrance [48‐24] C. Duret e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ctes 1,1.0,,,,1,,,,
ECSS-E-HB-32-20_Part5A,235,text,page_text,ounds: Comparison of aluminide groups Type Chemical compound Melting point (°C) Density (kg/m3) Titanium Ti Al 1600 4200 Aluminide 3 TiAl 1460 3900 [See: 49.5] Nickel Aluminide,,,Density (kg/m3),3.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,238,text,page_text,ECSS‐E‐HB‐32‐20 Part 5A 20 March 2011 Table 49.3‐1 ‐ Nickel aluminides: Characteristics of NiAl and Ni3Al intermetallic compounds Compound Advantages Disadvantages Notes DuctileBritt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cteristics of NiAl and Ni3,3.0,,,,3,,,,
ECSS-E-HB-32-20_Part5A,240,text,page_text,"properties 49.4.2.1 Tensile strength (Yield and UTS) Ni3Al shows an increase in Yield Strength with increasing temperature up to approximately 500°C to 600°C and then decreases, Ref. [49‐5], [49‐9]. The exact temperature varie",,,,,,,,,,,,Yield Strength with increasing temperature up to approximately 500,500.0,YS,,,,500,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,243,text,page_text,"oefficient of thermal expansion (CTE) Table 49.4.4 gives some typical values of CTE measured for a Ni3Al based material, Ref. [49‐4], [49‐6]. The measurements were made as part of a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTE measured for a Ni3,3.0,,-16.11111111111111,,3 @ -16.1111 °C,,,,
ECSS-E-HB-32-20_Part5A,252,text,page_text,"3Al, [See: Table 49.6.1]. For two‐phase alloys, Ref. [49‐24], [49‐25]:  As expected, the modulus is highest at ‐196°C.  Stiffness generally decreases as temperature increases, as shown in Figure",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"cted, the modulus is highest at ‐196",196.0,,,,196,,,,
ECSS-E-HB-32-20_Part5A,253,text,page_text,"ys have low ductilities. Above the DBTT, plastic flow occurs that can result in elongations of 120% or more. Ductility is also influenced by the processing route (ingot or powder",,,,,,,,,,,,,,,,,,,elongations of 120%,120.0,,,%,120 %,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,253,text,page_text,ant difference in ductility was seen when tested in air or in vacuum. A typical elongation value of 1% to 2% at RT and 4% to 6% at 600°C are intrinsic of intermetallic materials and,,,,,,,,,,,,,,,,,,,elongation value of 1%,1.0,,,%,1 %,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,254,text,page_text,rostructure can be summarised as Ref. [49‐25]:  Near- (0% lamella): 12MPam  Duplex (20% lamella): 15MPam  Lamella (95% lamella): 22MPam 254,Duplex,20% lamella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,254,text,page_text,Ref. [49‐25]:  Near- (0% lamella): 12MPam  Duplex (20% lamella): 15MPam  Lamella (95% lamella): 22MPam 254,Lamella,95% lamella,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,255,text,page_text,ature: 760°C. Vac.C: Vacuum cool Two-phase -TiAl alloy Max. stress (MPa) Alloy Condition (0.2% creep/10hrs) 700°C 800°C Near- microstructure Ti-48Al-2Cr ~245 ~140 Sheet specimen Conventi,Condition,0.2% creep/10hrs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,259,text,page_text,seen between the Nb‐containing and the Nb‐free composition could be an accuracy artefact (6% to 8%) rather than a real effect. Changes in the curve shapes with increasing temperat,artefact,to 8%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,259,text,page_text,thermal expansion Early work on an experimental alloy (Ti3Al + Nb) determined a CTE of 10 x 10‐6 /°C. Figure 49.6.7 compares the coefficient of thermal expansion of two‐,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTE of 10,10.0,,,,10,,,,
ECSS-E-HB-32-20_Part5A,269,text,page_text,"[2] Ti Al + Nb/Al O fibre reinforcement. These materials have comparable 3 2 3 CTE values of 10x10-6, typically. Ref. [49-4]. [3] Ti Al + Nb/SiC fibre reinforcement, Ref. [49-",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTE values of 10,10.0,,,,10,,,,
ECSS-E-HB-32-20_Part5A,273,text,page_text,bonding.  Alternate plies of reinforcement and matrix foils: 4-ply [0] SM1140+/Ti-25Al-25Nb (35% volume 4 fraction). Reinforcemnt direction corresponds to rolling direction of matrix foil.  Cons,Ti-25Al-25Nb,"35% volume
4
fraction",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,274,text,page_text,"ced by the sputtering method, Ref. [49‐19]. For 4‐ply [0]4 SM1140+/Ti‐25Al‐25Nb composites (35% volume fraction), three‐point bend tests provided some preliminary values from the processing st",composites,35% volume fraction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,274,text,page_text,tle phases at reinforcement‐matrix interfaces. 49.10.3.5 Composite properties A tensile strength at RT of up to 2080MPa gives a broad indication of the mechanical performance possible for SCS‐6/Ti,,,,,,,,,,,,tensile strength at RT of up to 2080,2080.0,UTS,RT,,,2080 @ RT,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,283,text,page_text,beryllium. Table 51.2‐1 ‐ Beryllium: Characteristics Attributes Limitations Low density: 1860 kg/m3 Brittleness Exceptional strength & stiffness: E = 303 GPa. Notch sensitivity Hi,,,density: 1860 kg/m3,1860.0,kg/m3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,291,text,page_text,ryllium: Effect of temperature on modulus and physical properties Property Temp CTE (10-6/C) Thermal Thermal Specific Heat Tensile Modulus (C) Conductivity Diffusivi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTE (10,10.0,,,,10,,,,
ECSS-E-HB-32-20_Part5A,297,text,page_text,"ation. It is very hard, and has excellent erosion and corrosion resistance. Its thermal conductivity is greater than that of Si3N4 or Al2O3. Technology studies have examined the technical feasibility and cost",,,,,,,,,,,,,,,,,,,,,,,,,thermal conductivity is greater than that of Si3,3.0,,,,3,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,305,text,page_text,volume fraction Vol.% 40 42 - 47 - - - Porosity Vol.% 23 10 - 15 3.5 (open) - - Density g/cm3 1.8 2.1 – 2.2 1.9 1.8 1.8 Tensile strength MPa 260 270 – 330 † - 270 320 Rupture,,,Density g/cm3,3.0,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,305,text,page_text,orosity Vol.% 23 10 - 15 3.5 (open) - - Density g/cm3 1.8 2.1 – 2.2 1.9 1.8 1.8 Tensile strength MPa 260 270 – 330 † - 270 320 Rupture strain % 1.2 0.6 – 0.9 - - - Flexural strength MP,,,,,,,,,,,,Tensile strength MPa 260,260.0,UTS,,,MPa,260 MPa,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,305,text,page_text,0 ‡ 20 ‡ Young’s modulus GPa 55 90 - 100 60 60 - 80 60 - 80 3 -1.0 / 2.5 - -  CTE 10-6 /K 2.3 (1) - 2.5 / 6.5 - -  CTE 10-6 /K - (1) LPI: Liquid Polymer Impregnati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTE 10,10.0,,,,10,,,,
ECSS-E-HB-32-20_Part5A,305,text,page_text,00 60 60 - 80 60 - 80 3 -1.0 / 2.5 - -  CTE 10-6 /K 2.3 (1) - 2.5 / 6.5 - -  CTE 10-6 /K - (1) LPI: Liquid Polymer Impregnation; CVI : Chemical Vapour Infiltration,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTE 10,10.0,,,,10,,,,
ECSS-E-HB-32-20_Part5A,305,text,page_text,ongitudinal;  : transverse; †: [0°/90°] lay‐up; ‡: ILSS; *: 4‐point bend; (1): CTE 100°C/1500°C 305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTE 100,100.0,,,,100,,,,
ECSS-E-HB-32-20_Part5A,308,text,page_text,"re, inspection of re-infiltrated CMC parts F9 typically 4-6 times, according to density Q9 after last pyrolysis, test of witness requirements coupons final machining of st",,,density Q9,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,308,text,page_text,"the angle between the layers was, as far as possible, 45°. 52.3.5.4 Density The density of the C/SiC components was 1790 kg/m³. This value was measured on material in a final pyrolysed condition withou",,,density of the C/SiC components was 1790,1790.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,308,text,page_text,"ufactured by EADS ST (formerly Astrium), Ref. [52‐66]. The composite was constructed in quasi‐isotropic layers with T800 6k fibres. Each unidirectional layer has a thickness of about 0.2 mm; the angle",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cted in quasi‐isotropic layers with T800,800.0,,,,800,,,,
ECSS-E-HB-32-20_Part5A,309,text,page_text,G = 19.5 GPa S = 109 MPa 12 12 ρ = 1.83E‐9 Ns2/mm4 S = S (T)2 MPa 13 13 α = α = CTE(T)1 11 22 Key: 1: DASA‐C/SiC tested values for  11=  22 2: DASA‐C/SiC tested valu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CTE(T)1,1.0,,,,1,,,,
