paper_id,page_num,table_idx,row_idx,source_csv,alloy_name,composition_of_alloy,density_raw,density_value,density_unit,burn_factor_raw,burn_factor_value,extinction_pressure_raw,extinction_pressure_value,flammability_index_raw,flammability_index_value,tensile_strength_raw,tensile_strength_value,tensile_strength_type,tensile_temperature_label,tensile_temperature_C,tensile_unit,tensile_strength_with_temp,elongation_raw,elongation_value,elongation_temperature_label,elongation_temperature_C,elongation_unit,elongation_with_temp,thermal_conductivity_raw,thermal_conductivity_value,thermal_conductivity_temperature_label,thermal_conductivity_temperature_C,thermal_conductivity_unit,thermal_conductivity_with_temp,thermal_expansion_raw,thermal_expansion_value,thermal_expansion_temperature_label,thermal_expansion_temperature_C,thermal_expansion_unit,thermal_expansion_with_temp,manufacturing_process
ECSS-E-HB-32-20_Part5A,166,1,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t1.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,1,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t1.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,1,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t1.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,1,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t1.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,1,8,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t1.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,1,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t1.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,1,10,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t1.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,1,11,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t1.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,1,12,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t1.csv,Rene 41,,8.25,8.25,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,1,13,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t1.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,1,14,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t1.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,1,15,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t1.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,1,16,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t1.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,78,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t78_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,78,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t78_camelot.csv,"Inconel  X-
750",,8.25,8.25,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,78,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t78_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,78,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t78_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,78,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t78_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,78,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t78_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,78,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t78_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,78,8,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t78_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,78,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t78_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,78,10,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t78_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,78,11,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t78_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,78,12,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t78_camelot.csv,Rene 41,,8.25,8.25,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,78,13,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t78_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,78,14,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t78_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,78,15,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t78_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,166,78,16,Dataset\tables\ECSS-E-HB-32-20_Part5A_p166_t78_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,167,1,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t1.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,167,1,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t1.csv,Waspalloy,,8.20,8.2,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,167,1,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t1.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,167,1,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t1.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,167,1,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t1.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,167,1,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t1.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,167,1,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t1.csv,MAR-M-246,,-,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,167,1,8,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t1.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,167,1,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t1.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,167,1,10,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t1.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,167,79,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t79_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,167,79,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t79_camelot.csv,Waspalloy,,8.20,8.2,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,167,79,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t79_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,167,79,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t79_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,167,79,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t79_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,167,79,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t79_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,167,79,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t79_camelot.csv,MAR-M-246,,-,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,167,79,8,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t79_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,167,79,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t79_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,167,79,10,Dataset\tables\ECSS-E-HB-32-20_Part5A_p167_t79_camelot.csv,nan,,nan,,g/cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,1,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,1,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,1,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,1,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,1,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,1,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,1,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,1,8,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,1,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,1,10,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,1,11,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,80,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t80_camelot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,80,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t80_camelot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,80,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t80_camelot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,80,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t80_camelot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,80,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t80_camelot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,80,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t80_camelot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,80,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t80_camelot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,80,8,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t80_camelot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,80,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t80_camelot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,80,10,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t80_camelot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,169,80,11,Dataset\tables\ECSS-E-HB-32-20_Part5A_p169_t80_camelot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,170,1,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p170_t1.csv,Directionally solidified alloys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,170,1,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p170_t1.csv,Single crystal superalloys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,170,1,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p170_t1.csv,Rapid solidification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,170,1,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p170_t1.csv,Fibre reinforced superalloys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,170,1,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p170_t1.csv,Monolithic ceramics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,170,81,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p170_t81_camelot.csv,Directionally solidified alloys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,170,81,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p170_t81_camelot.csv,Single crystal superalloys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,170,81,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p170_t81_camelot.csv,Rapid solidification,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,170,81,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p170_t81_camelot.csv,Fibre reinforced superalloys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,170,81,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p170_t81_camelot.csv,Monolithic ceramics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,171,1,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p171_t1.csv,"AF56
N5
PWA 1480
RR 2000
N4
CMSX-4C
SC180
SRR 99
MAR-M246
CMSX 2 0
CMSX 2 CM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,171,1,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p171_t1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,171,82,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p171_t82_camelot.csv,"AF56 
N5 
PWA 1480 
RR 2000 
N4 
CMSX-4C 
SC180 
SRR 99 
MAR-M246 
CMSX 2 0 
CMSX 2 CM",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,171,82,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p171_t82_camelot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,172,1,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,172,1,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,172,1,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,172,1,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,172,1,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,172,2,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t2.csv,"MAR-M
200+Hf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,172,2,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t2.csv,Rene 80 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,172,2,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t2.csv,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,172,2,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t2.csv,MAR-M 247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,172,83,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t83_camelot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,172,83,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t83_camelot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,172,83,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t83_camelot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,172,83,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t83_camelot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,172,83,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t83_camelot.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,172,84,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t84_camelot.csv,"MAR-M 
200+Hf",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,172,84,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t84_camelot.csv,Rene 80 H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,172,84,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t84_camelot.csv,441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,172,84,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p172_t84_camelot.csv,MAR-M 247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,1,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t1.csv,NASAIR 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,1,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t1.csv,"""Alloy 3''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,1,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t1.csv,CMSX-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,1,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t1.csv,PWA 1480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,1,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t1.csv,SRR-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,1,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t1.csv,AF 56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,1,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t1.csv,RR 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,1,8,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t1.csv,N4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,1,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t1.csv,CMSX-4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,1,10,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t1.csv,CMSX 2 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,1,11,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t1.csv,CMSX 2 CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,85,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t85_camelot.csv,NASAIR 100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,85,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t85_camelot.csv,"""Alloy 3''",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,85,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t85_camelot.csv,CMSX-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,85,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t85_camelot.csv,PWA 1480,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,85,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t85_camelot.csv,SRR-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,85,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t85_camelot.csv,AF 56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,85,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t85_camelot.csv,RR 2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,85,8,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t85_camelot.csv,N4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,85,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t85_camelot.csv,CMSX-4C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,85,10,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t85_camelot.csv,CMSX 2 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,173,85,11,Dataset\tables\ECSS-E-HB-32-20_Part5A_p173_t85_camelot.csv,CMSX 2 CM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ECSS-E-HB-32-20_Part5A,174,1,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p174_t1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
