paper_id,page_num,table_idx,n_rows,n_cols,csv_path,sample_header
ECSS-E-HB-32-20_Part5A,181,92,6,11,Dataset\tables\ECSS-E-HB-32-20_Part5A_p181_t92_camelot.csv,"Filament | Matrix | Fibre vol 
(%) | Diffusion 
barrier 
coating | Fibre 
angle 
(°) | Test 
temp 
(°C) | 0.2% YS 
(MPa) | UTS 
(MPa) | E 
(GPa) | Elong. 
(%) | R of A 
(%)"
ECSS-E-HB-32-20_Part5A,182,1,7,11,Dataset\tables\ECSS-E-HB-32-20_Part5A_p182_t1.csv,"Filament | Matrix | Fibre vol
(%) | Diffusion
barrier coating | Fibre
angle (°) | Test temp
(°C) | 0.2% YS
(MPa) | UTS
(MPa) | E
(GPa) | Elong.
(%) | R of A
(%)"
ECSS-E-HB-32-20_Part5A,182,93,7,11,Dataset\tables\ECSS-E-HB-32-20_Part5A_p182_t93_camelot.csv,"Filament | Matrix | Fibre vol 
(%) | Diffusion 
barrier coating | Fibre 
angle (°) | Test temp 
(°C) | 0.2% YS 
(MPa) | UTS 
(MPa) | E 
(GPa) | Elong. 
(%) | R of A 
(%)"
ECSS-E-HB-32-20_Part5A,183,1,5,11,Dataset\tables\ECSS-E-HB-32-20_Part5A_p183_t1.csv,"Filament | Matrix | Fibre vol
(%) | Diffusion
barrier coating | Fibre angle
(°) | Test temp
(°C) | 0.2% YS
(MPa) | UTS
(MPa) | E
(GPa) | Elong.
(%) | R of A
(%)"
ECSS-E-HB-32-20_Part5A,183,94,5,11,Dataset\tables\ECSS-E-HB-32-20_Part5A_p183_t94_camelot.csv,"Filament | Matrix | Fibre vol 
(%) | Diffusion 
barrier coating | Fibre angle 
(°) | Test temp 
(°C) | 0.2% YS 
(MPa) | UTS 
(MPa) | E 
(GPa) | Elong. 
(%) | R of A 
(%)"
ECSS-E-HB-32-20_Part5A,184,1,4,12,Dataset\tables\ECSS-E-HB-32-20_Part5A_p184_t1.csv,"Filament | Matrix | None | Fibre vol
(%) | Diffusion
barrier coating | Fibre angle
(°) | Test temp
(°C) | 0.2% YS
(MPa) | UTS
(MPa) | E
(GPa) | Elong.
(%) | R of A
(%)"
ECSS-E-HB-32-20_Part5A,184,95,4,12,Dataset\tables\ECSS-E-HB-32-20_Part5A_p184_t95_camelot.csv,"Filament | Matrix | <NA> | Fibre vol 
(%) | Diffusion 
barrier coating | Fibre angle 
(°) | Test temp 
(°C) | 0.2% YS 
(MPa) | UTS 
(MPa) | E 
(GPa) | Elong. 
(%) | R of A 
(%)"
ECSS-E-HB-32-20_Part5A,185,1,6,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p185_t1.csv,"Maximum cyclic temperature
(°C) | RT tensile strength
(MPa) | Replicates"
ECSS-E-HB-32-20_Part5A,185,96,6,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p185_t96_camelot.csv,"Maximum cyclic temperature 
(°C) | RT tensile strength 
(MPa) | Replicates"
ECSS-E-HB-32-20_Part5A,186,1,6,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p186_t1.csv,Advantages | Disadvantages | Future development
ECSS-E-HB-32-20_Part5A,186,97,6,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p186_t97_camelot.csv,Advantages | Disadvantages | Future development
ECSS-E-HB-32-20_Part5A,187,1,16,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p187_t1.csv,Phenomenon | Characteristics
ECSS-E-HB-32-20_Part5A,187,98,16,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p187_t98_camelot.csv,Phenomenon | Characteristics
ECSS-E-HB-32-20_Part5A,188,1,14,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p188_t1.csv,Condition | Characteristics | Comments
ECSS-E-HB-32-20_Part5A,188,99,14,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p188_t99_camelot.csv,Condition | Characteristics | Comments
ECSS-E-HB-32-20_Part5A,189,1,20,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p189_t1.csv,"Alloy Spec. | Hydrogen
Pressure
(MPa) | Ratio H2:He
Notched
UTS | Ratio H2:He Unnotched
R of A | Comments"
ECSS-E-HB-32-20_Part5A,189,100,20,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p189_t100_camelot.csv,"Alloy Spec. | Hydrogen 
Pressure 
(MPa) | Ratio H2:He 
Notched 
UTS | Ratio H2:He Unnotched 
R of A | Comments"
ECSS-E-HB-32-20_Part5A,190,1,12,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p190_t1.csv,"Temp
(°C) | Ratio H:He
2
Notched UTS | Ratio H:He
2
Unnotched
UTS | Unnotched
R of A | Comments "
ECSS-E-HB-32-20_Part5A,190,2,9,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p190_t2.csv,"Crystal orientation | Ratio H :He
2
Notched UTS"
ECSS-E-HB-32-20_Part5A,190,101,12,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p190_t101_camelot.csv,"Ratio H2:He 
Ratio H2:He 
Unnotched 
Temp 
Comments  
Unnotched 
R of A 
(°C) 
Notched UTS 
UTS | <NA> | <NA> | <NA> | <NA>"
ECSS-E-HB-32-20_Part5A,190,102,9,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p190_t102_camelot.csv,"Crystal orientation | Ratio H2:He 
Notched UTS"
ECSS-E-HB-32-20_Part5A,191,1,12,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p191_t1.csv,"Alloy Composition
or
Specification | Ratio H:He
2
Notched UTS | Ratio H:He
2
Unnotched R of A | Comments"
ECSS-E-HB-32-20_Part5A,191,103,12,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p191_t103_camelot.csv,"Alloy Composition 
Ratio H2:He 
Ratio H2:He 
or 
Comments 
Notched UTS 
Unnotched R of A 
Specification | <NA> | <NA> | <NA>"
ECSS-E-HB-32-20_Part5A,197,1,13,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p197_t1.csv,"Alloy | Condition | Test temperature, (°C) | Strain range, (%) | LCF life loss, (%)"
ECSS-E-HB-32-20_Part5A,197,105,13,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p197_t105_camelot.csv,"Alloy | Condition | Test temperature, (°C) | Strain range, (%) | LCF life loss, (%)"
ECSS-E-HB-32-20_Part5A,198,1,3,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p198_t1.csv,Conditions | Pressure (MPa) | Temperature
ECSS-E-HB-32-20_Part5A,198,106,3,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p198_t106_camelot.csv,Conditions | Pressure (MPa) | Temperature
ECSS-E-HB-32-20_Part5A,199,1,4,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p199_t1.csv,Conditions | None
ECSS-E-HB-32-20_Part5A,202,1,10,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p202_t1.csv,Material | Ranking 
ECSS-E-HB-32-20_Part5A,202,109,10,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p202_t109_camelot.csv,Material | Ranking 
ECSS-E-HB-32-20_Part5A,205,1,10,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p205_t1.csv,Coating | Application | Benefits | Limitations | Comments
ECSS-E-HB-32-20_Part5A,205,110,10,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p205_t110_camelot.csv,"Coating 
Application 
Benefits 
Limitations 
Comments | <NA> | <NA> | <NA> | <NA>"
ECSS-E-HB-32-20_Part5A,206,1,4,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p206_t1.csv,Coating | Application | Benefits | Limitations | Comments
ECSS-E-HB-32-20_Part5A,206,111,4,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p206_t111_camelot.csv,Coating | Application | Benefits | Limitations | Comments
ECSS-E-HB-32-20_Part5A,207,1,9,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p207_t1.csv,Coating type | Designation | Supplier
ECSS-E-HB-32-20_Part5A,207,112,9,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p207_t112_camelot.csv,Coating type | Designation | Supplier
ECSS-E-HB-32-20_Part5A,208,1,24,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p208_t1.csv,"Coating Composition
(wt.%) | Designation | Company | Application
Method"
ECSS-E-HB-32-20_Part5A,208,113,24,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p208_t113_camelot.csv,"Coating Composition 
(wt.%) | Designation | Company | Application 
Method"
ECSS-E-HB-32-20_Part5A,209,1,16,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p209_t1.csv,"Coating Composition (wt.%) | Substrate | Application
Method | Comments"
ECSS-E-HB-32-20_Part5A,209,114,16,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p209_t114_camelot.csv,"Coating Composition (wt.%) | Substrate | Application 
Method | Comments"
ECSS-E-HB-32-20_Part5A,210,1,2,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p210_t1.csv,<NA> | Bond coat | None
ECSS-E-HB-32-20_Part5A,210,2,6,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p210_t2.csv,Ceramic layer | Bondcoat layer
ECSS-E-HB-32-20_Part5A,210,115,6,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p210_t115_camelot.csv,Ceramic layer | Bondcoat layer
ECSS-E-HB-32-20_Part5A,211,1,8,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p211_t1.csv,"Ceramic layer
composition
[Application
method] | Bond coat
composition
[Application
method] | Substrate
alloy | Comments"
ECSS-E-HB-32-20_Part5A,211,116,8,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p211_t116_camelot.csv,"Ceramic layer 
composition 
[Application 
method] | Bond coat 
composition 
[Application 
method] | Substrate 
alloy | Comments"
ECSS-E-HB-32-20_Part5A,212,1,20,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p212_t1.csv,"Coating
property | Requirements | Location | None | None"
ECSS-E-HB-32-20_Part5A,212,117,20,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p212_t117_camelot.csv,"Coating 
property | Requirements | Location | <NA> | <NA>"
ECSS-E-HB-32-20_Part5A,213,1,14,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p213_t1.csv,Diffusion coatings | Overlay coatings (MCrAlY Types)
ECSS-E-HB-32-20_Part5A,213,118,14,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p213_t118_camelot.csv,"Diffusion coatings 
Overlay coatings (MCrAlY Types) | <NA>"
ECSS-E-HB-32-20_Part5A,218,1,7,8,Dataset\tables\ECSS-E-HB-32-20_Part5A_p218_t1.csv,"Materials system | None | Thermal
history (2) | Test
temp.
(°C) | Mechanical properties | None | None | Comments"
ECSS-E-HB-32-20_Part5A,218,119,8,8,Dataset\tables\ECSS-E-HB-32-20_Part5A_p218_t119_camelot.csv,"Materials system | <NA> | Thermal 
history (2) | Test 
temp. 
(°C) | Mechanical properties | <NA> | <NA> | Comments"
ECSS-E-HB-32-20_Part5A,220,1,7,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p220_t1.csv,"Material system | None | Thermal history | Test
temp.
(°C) | Fatigue life, Nf
(x103 cycles) | Comments"
ECSS-E-HB-32-20_Part5A,220,121,7,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p220_t121_camelot.csv,"Material system | <NA> | Thermal history | Test 
temp. 
(°C) | Fatigue life, Nf 
(x103 cycles) | Comments"
ECSS-E-HB-32-20_Part5A,226,1,7,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p226_t1.csv,"Material system | None | Thermal history | Test temp.
(°C) | Creep rupture
life | Min creep rate,
(h‐1)"
ECSS-E-HB-32-20_Part5A,226,123,7,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p226_t123_camelot.csv,"Material system | <NA> | Thermal history | Test temp. 
(°C) | Creep rupture 
life | Min creep rate, 
(h‐1)"
ECSS-E-HB-32-20_Part5A,235,1,4,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p235_t1.csv,Type | Chemical compound | Melting point (°C) | Density (kg/m3)
ECSS-E-HB-32-20_Part5A,235,124,4,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p235_t124_camelot.csv,Type | Chemical compound | Melting point (°C) | Density (kg/m3)
ECSS-E-HB-32-20_Part5A,238,1,3,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p238_t1.csv,Compound | Advantages | Disadvantages | Notes
ECSS-E-HB-32-20_Part5A,238,125,3,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p238_t125_camelot.csv,Compound | Advantages | Disadvantages | Notes
ECSS-E-HB-32-20_Part5A,239,1,6,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p239_t1.csv,"Typical composition range
(atomic%) | Effect of ʹdopingʹ or ʹmicro‐alloyingʹ elements | None"
ECSS-E-HB-32-20_Part5A,239,2,12,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p239_t2.csv,"Composition | Material designation
[Company]"
ECSS-E-HB-32-20_Part5A,239,126,6,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p239_t126_camelot.csv,"Typical composition range 
(atomic%) | Effect of ʹdopingʹ or ʹmicro‐alloyingʹ elements | <NA>"
ECSS-E-HB-32-20_Part5A,239,127,12,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p239_t127_camelot.csv,"Composition | Material designation 
[Company]"
ECSS-E-HB-32-20_Part5A,241,1,11,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p241_t1.csv,"Temp
(°C) | YS
(MPa) | UTS
(MPa) | Elong
(%) | R of A
(%) | Condition"
ECSS-E-HB-32-20_Part5A,241,128,11,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p241_t128_camelot.csv,"Temp 
YS 
UTS 
Elong 
R of A 
Condition 
(°C) 
(MPa) 
(MPa) 
(%) 
(%) | <NA> | <NA> | <NA> | <NA> | <NA>"
ECSS-E-HB-32-20_Part5A,242,1,4,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p242_t1.csv,"Alloy | Temperature
(°C) | Modulus
(GPa)"
ECSS-E-HB-32-20_Part5A,242,129,4,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p242_t129_camelot.csv,"Alloy | Temperature 
(°C) | Modulus 
(GPa)"
ECSS-E-HB-32-20_Part5A,243,1,13,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p243_t1.csv,Alloy | Condition | Fatigue data | None
ECSS-E-HB-32-20_Part5A,243,130,13,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p243_t130_camelot.csv,Alloy | Condition | Fatigue data | <NA>
ECSS-E-HB-32-20_Part5A,244,1,8,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p244_t1.csv,"Alloy | Temperature range
(°C) | CTE
(10‐6 / °C)"
ECSS-E-HB-32-20_Part5A,244,131,8,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p244_t131_camelot.csv,"Alloy | Temperature range 
(°C) | CTE 
(10‐6 / °C)"
ECSS-E-HB-32-20_Part5A,245,1,5,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p245_t1.csv,Compound | Advantages | Disadvantages | Notes
ECSS-E-HB-32-20_Part5A,245,132,5,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p245_t132_camelot.csv,Compound | <NA> | Advantages  Disadvantages | Notes
ECSS-E-HB-32-20_Part5A,246,1,16,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p246_t1.csv,Status | Nominal composition | Company/Organisation
ECSS-E-HB-32-20_Part5A,246,2,1,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p246_t2.csv,<NA> | [2] | <NA>
ECSS-E-HB-32-20_Part5A,246,133,16,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p246_t133_camelot.csv,Status | Nominal composition | Company/Organisation
ECSS-E-HB-32-20_Part5A,248,1,26,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p248_t1.csv,"Alloy composition | Temp
(°C) | YS
(MPa) | UTS
(MPa) | Modulus
(GPa) | Elong
(%) | R of A
(%) | Condition | Notes
[Reference]"
ECSS-E-HB-32-20_Part5A,248,134,26,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p248_t134_camelot.csv,"Temp 
YS 
UTS 
Modulus 
Elong 
R of A 
Notes 
Condition 
Alloy composition 
[Reference] 
(°C) 
(MPa) 
(MPa) 
(GPa) 
(%) 
(%) | <NA> | <NA> | <NA> | <NA> | <NA> | <NA> | <NA> | <NA>"
ECSS-E-HB-32-20_Part5A,249,1,29,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p249_t1.csv,"Alloy composition | Temp
(°C) | YS
(MPa) | UTS
(MPa) | Modulus
(GPa) | Elong
(%) | R of A
(%) | Condition | Notes
[Reference]"
ECSS-E-HB-32-20_Part5A,249,135,29,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p249_t135_camelot.csv,"Alloy composition | Temp 
(°C) | YS 
(MPa) | UTS 
(MPa) | Modulus 
(GPa) | Elong 
(%) | R of A 
(%) | Condition | Notes 
[Reference]"
ECSS-E-HB-32-20_Part5A,250,1,29,10,Dataset\tables\ECSS-E-HB-32-20_Part5A_p250_t1.csv,"Alloy composition | Temp
(°C) | None | YS
(MPa) | UTS
(MPa) | Modulus
(GPa) | Elong
(%) | R of A
(%) | Condition | Notes
[Reference]"
ECSS-E-HB-32-20_Part5A,250,136,29,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p250_t136_camelot.csv,"Alloy composition | Temp 
(°C) | YS 
(MPa) | UTS 
(MPa) | Modulus 
(GPa) | Elong 
(%) | R of A 
(%) | Condition | Notes 
[Reference]"
ECSS-E-HB-32-20_Part5A,251,1,11,10,Dataset\tables\ECSS-E-HB-32-20_Part5A_p251_t1.csv,"Alloy composition | Temp
(°C) | None | YS
(MPa) | UTS
(MPa) | Modulus
(GPa) | Elong
(%) | R of A
(%) | Condition | Notes
[Reference]"
ECSS-E-HB-32-20_Part5A,251,137,11,9,Dataset\tables\ECSS-E-HB-32-20_Part5A_p251_t137_camelot.csv,"Alloy composition | Temp 
(°C) | YS 
(MPa) | UTS 
(MPa) | Modulus 
(GPa) | Elong 
(%) | R of A 
(%) | Condition | Notes 
[Reference]"
ECSS-E-HB-32-20_Part5A,255,1,3,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p255_t1.csv,"Alloy | Condition | Stress
(MPa) | Plastic deformation (%) | None | None"
ECSS-E-HB-32-20_Part5A,255,2,4,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p255_t2.csv,"Alloy | Condition | Max. stress (MPa)
(0.2% creep/10hrs) | None"
ECSS-E-HB-32-20_Part5A,255,138,3,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p255_t138_camelot.csv,"Alloy | Condition | Stress    
(MPa) | Plastic deformation (%) | <NA> | <NA>"
ECSS-E-HB-32-20_Part5A,255,139,4,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p255_t139_camelot.csv,"Alloy | Condition | Max. stress (MPa) 
(0.2% creep/10hrs) | <NA>"
ECSS-E-HB-32-20_Part5A,256,1,15,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p256_t1.csv,"Temp.
[°C] | Ti48A12Cr (IIVI)
Near Gamma | Ti48Al2Cr2Nb (PM)
Primary Annealed Near Gamma | None"
ECSS-E-HB-32-20_Part5A,256,2,3,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p256_t2.csv,Ti48A12Cr (IIVI) Near Gamma | None | None
ECSS-E-HB-32-20_Part5A,256,140,15,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p256_t140_camelot.csv,"Temp. 
[°C] | <NA> | Ti48A12Cr (IIVI) 
Near Gamma | Ti48Al2Cr2Nb (PM) 
Primary Annealed 
Near Gamma | <NA> | <NA>"
ECSS-E-HB-32-20_Part5A,257,1,15,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p257_t1.csv,"Temp.
[°C] | Ti48A12Cr (IM)
Near Gamma | Ti48Al2Cr2Nb (PM)
Primary Annealed Near Gamma | None"
ECSS-E-HB-32-20_Part5A,257,2,3,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p257_t2.csv,<NA> | Ti48A12Cr (IM) Near Gamma
ECSS-E-HB-32-20_Part5A,257,141,15,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p257_t141_camelot.csv,"Temp. 
[°C] | <NA> | Ti48A12Cr (IM) 
Near Gamma | Ti48Al2Cr2Nb (PM) 
Primary Annealed 
Near Gamma | <NA> | <NA>"
ECSS-E-HB-32-20_Part5A,258,1,14,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p258_t1.csv,"Temp.
[°C] | Ti48Al2Cr (IM)
Near Gamma | Ti48Al2Cr2Nb (PM)
Primary Annealed Near Gamma | None"
ECSS-E-HB-32-20_Part5A,258,2,2,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p258_t2.csv,"<NA> | Ti48Al2Cr (IM) Near Gamma
Ti48Al2Cr2Nb (PM) Primary Annealed | <NA>"
ECSS-E-HB-32-20_Part5A,258,142,14,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p258_t142_camelot.csv,"Temp. 
[°C] | <NA> | Ti48Al2Cr (IM) 
Near Gamma | Ti48Al2Cr2Nb (PM) 
Primary Annealed 
Near Gamma | <NA> | <NA>"
ECSS-E-HB-32-20_Part5A,260,1,14,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p260_t1.csv,"Temp.
[°C] | Ti48A12Cr (IM)
Near Gamma | Ti48Al2Cr2Nb (PM)
Primary Annealed Near Gamma | None"
ECSS-E-HB-32-20_Part5A,260,2,2,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p260_t2.csv,Ti48A12Cr (IM) Near Gamma
ECSS-E-HB-32-20_Part5A,260,3,2,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p260_t3.csv,Ti48A12Cr (IM) Near Gamma
ECSS-E-HB-32-20_Part5A,260,143,14,6,Dataset\tables\ECSS-E-HB-32-20_Part5A_p260_t143_camelot.csv,"Temp. 
[°C] | <NA> | Ti48A12Cr (IM) 
Near Gamma | Ti48Al2Cr2Nb (PM) 
Primary Annealed 
Near Gamma | <NA> | <NA>"
ECSS-E-HB-32-20_Part5A,261,1,5,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p261_t1.csv,Advantage | Disadvantage
ECSS-E-HB-32-20_Part5A,261,2,6,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p261_t2.csv,Composition | Company | Notes | None
ECSS-E-HB-32-20_Part5A,261,144,5,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p261_t144_camelot.csv,Advantage | Disadvantage
ECSS-E-HB-32-20_Part5A,261,145,6,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p261_t145_camelot.csv,Composition | Company | Notes | <NA>
ECSS-E-HB-32-20_Part5A,264,1,7,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p264_t1.csv,Manufacture | Consolidation | Notes
ECSS-E-HB-32-20_Part5A,264,146,7,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p264_t146_camelot.csv,"Manufacture 
Consolidation 
Notes | <NA> | <NA>"
ECSS-E-HB-32-20_Part5A,267,1,11,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p267_t1.csv,Group | Compound | Advantages | Disadvantages †
ECSS-E-HB-32-20_Part5A,267,147,11,4,Dataset\tables\ECSS-E-HB-32-20_Part5A_p267_t147_camelot.csv,Group | Compound | Advantages | Disadvantages †
ECSS-E-HB-32-20_Part5A,269,1,7,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p269_t1.csv,Matrix | None | Reinforcements
ECSS-E-HB-32-20_Part5A,269,3,2,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p269_t3.csv,"Ti AlNb
2"
ECSS-E-HB-32-20_Part5A,269,4,2,1,Dataset\tables\ECSS-E-HB-32-20_Part5A_p269_t4.csv,SiC [SCS‐6]
ECSS-E-HB-32-20_Part5A,269,148,7,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p269_t148_camelot.csv,Matrix | <NA> | Reinforcements
ECSS-E-HB-32-20_Part5A,270,1,3,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p270_t1.csv,"Mechanical | High stiffness.
High temperature."
ECSS-E-HB-32-20_Part5A,270,149,3,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p270_t149_camelot.csv,"Mechanical | High stiffness. 
High temperature."
ECSS-E-HB-32-20_Part5A,275,1,1,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p275_t1.csv,"CFRP
Ti-based Intermetallic
Composite
Alpha-Beta
Titanium | High Te
Ti-based I
Com
Near-Alpha
Alloys | mperature
ntermetallic
posite
Titanium
Alum
inides
Ni-based Alloys"
ECSS-E-HB-32-20_Part5A,275,151,1,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p275_t151_camelot.csv,"pecific Strength
CFRP
T
i-based Intermetallic
Comp osite
S
A
lpha-Beta
T
itanium Alloys | H
igh Temperature
T
i-based Intermetallic
Composite
T
Near-Alpha
itanium Aluminides
Ni-based Alloys"
ECSS-E-HB-32-20_Part5A,281,1,9,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p281_t1.csv,Metal | Attributes | Disadvantages
ECSS-E-HB-32-20_Part5A,281,2,10,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p281_t2.csv,"Metal | Density
(kg m‐3) | Melting Point
(C) | CTE
(10‐6C‐1) | Thermal Conductivity
†
(W m‐1C‐1)"
ECSS-E-HB-32-20_Part5A,281,152,9,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p281_t152_camelot.csv,Metal | Attributes | Disadvantages
ECSS-E-HB-32-20_Part5A,281,153,10,5,Dataset\tables\ECSS-E-HB-32-20_Part5A_p281_t153_camelot.csv,"Metal | Density 
(kg m‐3) | Melting Point 
(C) | CTE 
(10‐6C‐1) | Thermal Conductivity 
† 
(W m‐1C‐1)"
ECSS-E-HB-32-20_Part5A,282,1,9,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p282_t1.csv,Composition | Alloy
ECSS-E-HB-32-20_Part5A,282,154,9,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p282_t154_camelot.csv,Composition | Alloy
ECSS-E-HB-32-20_Part5A,283,1,2,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p283_t1.csv,Attributes | Limitations
ECSS-E-HB-32-20_Part5A,283,155,2,2,Dataset\tables\ECSS-E-HB-32-20_Part5A_p283_t155_camelot.csv,Attributes | Limitations
ECSS-E-HB-32-20_Part5A,285,1,18,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p285_t1.csv,Grade | Quality | Production
ECSS-E-HB-32-20_Part5A,285,156,18,3,Dataset\tables\ECSS-E-HB-32-20_Part5A_p285_t156_camelot.csv,Grade | Quality | Production
ECSS-E-HB-32-20_Part5A,287,1,9,8,Dataset\tables\ECSS-E-HB-32-20_Part5A_p287_t1.csv,Grade | Composition | None | None | Tensile Properties | None | None | Note
ECSS-E-HB-32-20_Part5A,287,157,9,8,Dataset\tables\ECSS-E-HB-32-20_Part5A_p287_t157_camelot.csv,Grade | Composition | <NA> | <NA> | Tensile Properties | <NA> | <NA> | Note
ECSS-E-HB-32-20_Part5A,288,1,20,7,Dataset\tables\ECSS-E-HB-32-20_Part5A_p288_t1.csv,"Temp
(C) | YS
(MPa) | TS
(MPa) | D
(%) | Creep Strength (MPa) | None | None"
